"PlotID","Site","Year","Release.Minor","Release.Major","n.Minor","n.Major","n.Plot","p.Minor","p.Major"
"VLF0","VLF",1964,0,0,0,0,446,0,0
"VLF1","VLF",1964,0,0,0,0,483,0,0
"VUF0","VUF",1964,1.71449870532943,1.56009367123457,105,20,379,0.277044854881267,0.0527704485488127
"VUF1","VUF",1964,1.67317525264697,1.65712626955749,106,45,409,0.259168704156479,0.110024449877751
"VLF0","VLF",1965,0,0,0,0,448,0,0
"VLF1","VLF",1965,0,0,0,0,487,0,0
"VUF0","VUF",1965,1.70050477490651,1.56009367123457,105,20,380,0.276315789473684,0.0526315789473684
"VUF1","VUF",1965,1.68912153387284,1.87839286912491,115,52,411,0.279805352798054,0.126520681265207
"VLF0","VLF",1966,0,0,0,0,449,0,0
"VLF1","VLF",1966,0,0,0,0,490,0,0
"VUF0","VUF",1966,1.71257829206978,1.3743081954012,104,19,381,0.272965879265092,0.0498687664041995
"VUF1","VUF",1966,1.70366873329825,2.09246122246443,120,59,412,0.29126213592233,0.143203883495146
"VLF0","VLF",1967,0,0,0,0,450,0,0
"VLF1","VLF",1967,0,0,0,0,492,0,0
"VUF0","VUF",1967,1.73652165236206,1.17478588672396,96,18,382,0.25130890052356,0.0471204188481675
"VUF1","VUF",1967,1.70687635334001,2.32037873071977,124,64,413,0.300242130750605,0.154963680387409
"VLF0","VLF",1968,0,0,0,0,451,0,0
"VLF1","VLF",1968,0,0,0,0,494,0,0
"VUF0","VUF",1968,1.74924024970892,0.975795463550869,87,17,383,0.227154046997389,0.0443864229765013
"VUF1","VUF",1968,1.71415629633052,2.39109040269753,130,66,415,0.313253012048193,0.159036144578313
"VLF0","VLF",1969,0.136807817589576,0,1,0,451,0.00221729490022173,0
"VLF1","VLF",1969,0,0,0,0,495,0,0
"VUF0","VUF",1969,1.74289302919192,0.791207881008644,79,13,384,0.205729166666667,0.0338541666666667
"VUF1","VUF",1969,1.71810742255836,2.44197675696443,130,69,418,0.311004784688995,0.165071770334928
"VLF0","VLF",1970,0.287787396733352,0,2,0,451,0.00443458980044346,0
"VLF1","VLF",1970,0,0,0,0,495,0,0
"VUF0","VUF",1970,1.72314914686036,0.590052729804583,68,9,385,0.176623376623377,0.0233766233766234
"VUF1","VUF",1970,1.7247752132826,2.58527039672448,130,66,421,0.308788598574822,0.156769596199525
"VLF0","VLF",1971,0.438105776801024,0,5,0,451,0.0110864745011086,0
"VLF1","VLF",1971,0,0,0,0,495,0,0
"VUF0","VUF",1971,1.5633761741313,0.388171614470894,56,5,385,0.145454545454545,0.012987012987013
"VUF1","VUF",1971,1.72542128209475,2.65686624999343,127,62,424,0.299528301886792,0.14622641509434
"VLF0","VLF",1972,0.59947473118134,0,9,0,451,0.0199556541019956,0
"VLF1","VLF",1972,0.1475880807091,0,1,0,495,0.00202020202020202,0
"VUF0","VUF",1972,1.40898332267955,0.190525505298132,42,2,385,0.109090909090909,0.00519480519480519
"VUF1","VUF",1972,1.71992129665939,2.70391201606851,118,59,427,0.276346604215457,0.138173302107728
"VLF0","VLF",1973,0.75852395970974,0,12,0,451,0.0266075388026608,0
"VLF1","VLF",1973,0.289718023257258,0,2,0,495,0.00404040404040404,0
"VUF0","VUF",1973,1.2555526238635,0,29,0,385,0.0753246753246753,0
"VUF1","VUF",1973,1.73061353276676,2.76719703772708,106,52,429,0.247086247086247,0.121212121212121
"VLF0","VLF",1974,0.906923491212719,0,14,0,451,0.0310421286031042,0
"VLF1","VLF",1974,0.289718023257258,0,2,0,495,0.00404040404040404,0
"VUF0","VUF",1974,1.10328769546143,0,16,0,385,0.0415584415584416,0
"VUF1","VUF",1974,1.72996257762416,2.80004722109035,93,46,431,0.215777262180974,0.106728538283063
"VLF0","VLF",1975,1.05015556626298,0,15,0,451,0.0332594235033259,0
"VLF1","VLF",1975,0.289718023257258,0,2,0,495,0.00404040404040404,0
"VUF0","VUF",1975,0.95535058774529,0,9,0,385,0.0233766233766234,0
"VUF1","VUF",1975,1.73457032613334,2.79671042867515,82,42,434,0.188940092165899,0.0967741935483871
"VLF0","VLF",1976,1.18783513639128,0,16,0,451,0.0354767184035477,0
"VLF1","VLF",1976,0.289718023257258,0,2,0,495,0.00404040404040404,0
"VUF0","VUF",1976,0.803528670084749,0,7,0,385,0.0181818181818182,0
"VUF1","VUF",1976,1.7374452857513,2.77569357935748,74,36,437,0.169336384439359,0.0823798627002288
"VLF0","VLF",1977,1.18783513639128,0,16,0,451,0.0354767184035477,0
"VLF1","VLF",1977,0.289718023257258,0,2,0,495,0.00404040404040404,0
"VUF0","VUF",1977,0.633733948677124,0,6,0,385,0.0155844155844156,0
"VUF1","VUF",1977,1.73675117170423,2.75045443185163,67,30,440,0.152272727272727,0.0681818181818182
"VLF0","VLF",1978,1.18783513639128,0,16,0,451,0.0354767184035477,0
"VLF1","VLF",1978,0.289718023257258,0,2,0,495,0.00404040404040404,0
"VUF0","VUF",1978,0.458630642892,0,5,0,385,0.012987012987013,0
"VUF1","VUF",1978,1.74425576518176,2.52253692359629,59,25,443,0.133182844243792,0.0564334085778781
"VLF0","VLF",1979,1.18783513639128,0,16,0,451,0.0354767184035477,0
"VLF1","VLF",1979,0.289718023257258,0,2,0,495,0.00404040404040404,0
"VUF0","VUF",1979,0.290135979660495,0,4,0,385,0.0103896103896104,0
"VUF1","VUF",1979,1.74565591456262,2.26089295302905,50,21,445,0.112359550561798,0.0471910112359551
"VLF0","VLF",1980,1.20696681160906,0,16,0,451,0.0354767184035477,0
"VLF1","VLF",1980,0.289718023257258,0,2,0,495,0.00404040404040404,0
"VUF0","VUF",1980,0.140333482444393,0,2,0,385,0.00519480519480519,0
"VUF1","VUF",1980,1.74098289514814,1.99428722517425,42,16,447,0.0939597315436242,0.0357941834451902
"VLF0","VLF",1981,1.1968701247891,0,16,0,451,0.0354767184035477,0
"VLF1","VLF",1981,0.289718023257258,0,2,0,495,0.00404040404040404,0
"VUF0","VUF",1981,0,0,0,0,385,0,0
"VUF1","VUF",1981,1.58270974760059,1.64229235740268,29,14,449,0.0645879732739421,0.0311804008908686
"VLF0","VLF",1982,1.04655174472143,0,13,0,451,0.0288248337028825,0
"VLF1","VLF",1982,0.289718023257258,0,2,0,495,0.00404040404040404,0
"VUF0","VUF",1982,0,0,0,0,385,0,0
"VUF1","VUF",1982,1.42949807891737,1.36802761968551,19,11,451,0.0421286031042129,0.024390243902439
"VLF0","VLF",1983,0.88518279034111,0,9,0,451,0.0199556541019956,0
"VLF1","VLF",1983,0.142129942548158,0,1,0,495,0.00202020202020202,0
"VUF0","VUF",1983,0,0,0,0,385,0,0
"VUF1","VUF",1983,1.27871414054193,1.10912156856919,13,8,453,0.0286975717439294,0.0176600441501104
"VLF0","VLF",1984,0.726133561812711,0,6,0,451,0.0133037694013304,0
"VLF1","VLF",1984,0,0,0,0,495,0,0
"VUF0","VUF",1984,0,0,0,0,385,0,0
"VUF1","VUF",1984,1.11311889289538,0.840291297044309,11,6,455,0.0241758241758242,0.0131868131868132
"VLF0","VLF",1985,0.577734030309731,0,4,0,451,0.00886917960088692,0
"VLF1","VLF",1985,0,0,0,0,495,0,0
"VUF0","VUF",1985,0,0,0,0,385,0,0
"VUF1","VUF",1985,1.10400120666497,0.598749128186755,10,4,457,0.0218818380743982,0.0087527352297593
"VLF0","VLF",1986,0.434501955259474,0,3,0,451,0.00665188470066519,0
"VLF1","VLF",1986,0,0,0,0,495,0,0
"VUF0","VUF",1986,0,0,0,0,385,0,0
"VUF1","VUF",1986,1.08456391897814,0.389078956083422,10,2,458,0.0218340611353712,0.00436681222707424
"VLF0","VLF",1987,0.29682238513117,0,2,0,451,0.00443458980044346,0
"VLF1","VLF",1987,0,0,0,0,495,0,0
"VUF0","VUF",1987,0,0,0,0,385,0,0
"VUF1","VUF",1987,1.06394460619485,0.188829205833672,9,1,459,0.0196078431372549,0.00217864923747277
"VLF0","VLF",1988,0.29682238513117,0,2,0,451,0.00443458980044346,0
"VLF1","VLF",1988,0,0,0,0,495,0,0
"VUF0","VUF",1988,0,0,0,0,385,0,0
"VUF1","VUF",1988,0.903962903575437,0,8,0,460,0.0173913043478261,0
"VLF0","VLF",1989,0.29682238513117,0,2,0,451,0.00443458980044346,0
"VLF1","VLF",1989,0,0,0,0,495,0,0
"VUF0","VUF",1989,0,0,0,0,385,0,0
"VUF1","VUF",1989,0.738071540329252,0,6,0,461,0.0130151843817787,0
"VLF0","VLF",1990,0.29682238513117,0,2,0,451,0.00443458980044346,0
"VLF1","VLF",1990,0,0,0,0,495,0,0
"VUF0","VUF",1990,0,0,0,0,385,0,0
"VUF1","VUF",1990,0.580770136888188,0,4,0,462,0.00865800865800866,0
"VLF0","VLF",1991,0.140882892323815,0,1,0,451,0.00221729490022173,0
"VLF1","VLF",1991,0,0,0,0,495,0,0
"VUF0","VUF",1991,0,0,0,0,385,0,0
"VUF1","VUF",1991,0.426923983042035,0,3,0,462,0.00649350649350649,0
"VLF0","VLF",1992,0,0,0,0,451,0,0
"VLF1","VLF",1992,0,0,0,0,495,0,0
"VUF0","VUF",1992,0,0,0,0,385,0,0
"VUF1","VUF",1992,0.426923983042035,0,3,0,462,0.00649350649350649,0
"VLF0","VLF",1993,0,0,0,0,451,0,0
"VLF1","VLF",1993,0,0,0,0,494,0,0
"VUF0","VUF",1993,0,0,0,0,385,0,0
"VUF1","VUF",1993,0.426923983042035,0,3,0,462,0.00649350649350649,0
"VLF0","VLF",1994,0,0,0,0,451,0,0
"VLF1","VLF",1994,0,0,0,0,493,0,0
"VUF0","VUF",1994,0,0,0,0,385,0,0
"VUF1","VUF",1994,0.426923983042035,0,3,0,462,0.00649350649350649,0
"VLF0","VLF",1995,0,0,0,0,451,0,0
"VLF1","VLF",1995,0,0,0,0,492,0,0
"VUF0","VUF",1995,0,0,0,0,385,0,0
"VUF1","VUF",1995,0.426923983042035,0,3,0,462,0.00649350649350649,0
"VLF0","VLF",1996,0,0,0,0,451,0,0
"VLF1","VLF",1996,0,0,0,0,491,0,0
"VUF0","VUF",1996,0,0,0,0,385,0,0
"VUF1","VUF",1996,0.280744128103931,0,2,0,461,0.00433839479392625,0
"VLF0","VLF",1997,0,0,0,0,450,0,0
"VLF1","VLF",1997,0.149682875264271,0,1,0,490,0.00204081632653061,0
"VUF0","VUF",1997,0,0,0,0,385,0,0
"VUF1","VUF",1997,0.13892920078781,0,1,0,459,0.00217864923747277,0
"VLF0","VLF",1998,0,0,0,0,449,0,0
"VLF1","VLF",1998,0.149682875264271,0,1,0,489,0.00204498977505112,0
"VUF0","VUF",1998,0,0,0,0,385,0,0
"VUF1","VUF",1998,0,0,0,0,457,0,0
"VLF0","VLF",1999,0,0,0,0,448,0,0
"VLF1","VLF",1999,0.149682875264271,0,1,0,488,0.00204918032786885,0
"VUF0","VUF",1999,0,0,0,0,385,0,0
"VUF1","VUF",1999,0,0,0,0,455,0,0
"VLF0","VLF",2000,0,0,0,0,447,0,0
"VLF1","VLF",2000,0.149682875264271,0,1,0,487,0.00205338809034908,0
"VUF0","VUF",2000,0,0,0,0,383,0,0
"VUF1","VUF",2000,0,0,0,0,453,0,0
"VLF0","VLF",2001,0,0,0,0,444,0,0
"VLF1","VLF",2001,0.149682875264271,0,1,0,486,0.00205761316872428,0
"VUF0","VUF",2001,0,0,0,0,375,0,0
"VUF1","VUF",2001,0,0,0,0,449,0,0
"VLF0","VLF",2002,0,0,0,0,441,0,0
"VLF1","VLF",2002,0.149682875264271,0,1,0,483,0.0020703933747412,0
"VUF0","VUF",2002,0,0,0,0,364,0,0
"VUF1","VUF",2002,0,0,0,0,442,0,0
"VLF0","VLF",2003,0,0,0,0,437,0,0
"VLF1","VLF",2003,0.149682875264271,0,1,0,476,0.00210084033613445,0
"VUF0","VUF",2003,0,0,0,0,351,0,0
"VUF1","VUF",2003,0,0,0,0,427,0,0
"VLF0","VLF",2004,0,0,0,0,432,0,0
"VLF1","VLF",2004,0.149682875264271,0,1,0,470,0.00212765957446809,0
"VUF0","VUF",2004,0,0,0,0,333,0,0
"VUF1","VUF",2004,0,0,0,0,407,0,0
"VLF0","VLF",2005,0,0,0,0,427,0,0
"VLF1","VLF",2005,0.149682875264271,0,1,0,464,0.0021551724137931,0
"VUF0","VUF",2005,0,0,0,0,310,0,0
"VUF1","VUF",2005,0,0,0,0,382,0,0
"VLF0","VLF",2006,0,0,0,0,422,0,0
"VLF1","VLF",2006,0.149682875264271,0,1,0,458,0.00218340611353712,0
"VUF0","VUF",2006,0,0,0,0,287,0,0
"VUF1","VUF",2006,0,0,0,0,353,0,0
"VLF0","VLF",2007,0,0,0,0,381,0,0
"VLF1","VLF",2007,0.149682875264271,0,1,0,414,0.00241545893719807,0
"VUF0","VUF",2007,0,0,0,0,252,0,0
"VUF1","VUF",2007,0,0,0,0,312,0,0
"VLF0","VLF",2008,0,0,0,0,341,0,0
"VLF1","VLF",2008,0,0,0,0,370,0,0
"VUF0","VUF",2008,0,0,0,0,217,0,0
"VUF1","VUF",2008,0,0,0,0,272,0,0
"VLF0","VLF",2009,0,0,0,0,301,0,0
"VLF1","VLF",2009,0,0,0,0,326,0,0
"VUF0","VUF",2009,0,0,0,0,182,0,0
"VUF1","VUF",2009,0,0,0,0,232,0,0
"VLF0","VLF",2010,0,0,0,0,261,0,0
"VLF1","VLF",2010,0,0,0,0,282,0,0
"VUF0","VUF",2010,0,0,0,0,147,0,0
"VUF1","VUF",2010,0,0,0,0,192,0,0
"VLF0","VLF",2011,0,0,0,0,221,0,0
"VLF1","VLF",2011,0,0,0,0,238,0,0
"VUF0","VUF",2011,0,0,0,0,114,0,0
"VUF1","VUF",2011,0,0,0,0,152,0,0
"VLF0","VLF",2012,0,0,0,0,183,0,0
"VLF1","VLF",2012,0,0,0,0,194,0,0
"VUF0","VUF",2012,0,0,0,0,87,0,0
"VUF1","VUF",2012,0,0,0,0,114,0,0
"VLF0","VLF",2013,0,0,0,0,145,0,0
"VLF1","VLF",2013,0,0,0,0,152,0,0
"VUF0","VUF",2013,0,0,0,0,63,0,0
"VUF1","VUF",2013,0,0,0,0,79,0,0
"VLF0","VLF",2014,0,0,0,0,108,0,0
"VLF1","VLF",2014,0,0,0,0,114,0,0
"VUF0","VUF",2014,0,0,0,0,41,0,0
"VUF1","VUF",2014,0,0,0,0,52,0,0
