"Site.Name","Year","pJan","pFeb","pMar","pApr","pMay","pJun","pJul","pAug","pSep","pOct","pNov","pDec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"Michigan AmerifluxTower","1983",-6.05254418830872,-3.85895082474676,1.27104380044851,8.17565833473934,21.5147182510598,21.2026739297966,27.4347609742426,22.8233917003892,19.0398561773721,15.4431619583718,6.39656490752431,3.13224650383997,-1.68033424927409,0.491602646609097,4.02396942539463,8.58803321931677,14.6477113577359,24.82488293452,29.4770932909912,27.2157589294574,21.8192464416627,13.7819932798395,6.58435509709866,-4.30560872341576
"Michigan AmerifluxTower","1984",-1.68033424927409,0.491602646609097,4.02396942539463,8.58803321931677,14.6477113577359,24.82488293452,29.4770932909912,27.2157589294574,21.8192464416627,13.7819932798395,6.58435509709866,-4.30560872341576,-5.21321913827963,2.18657284918015,0.0724782082471575,12.4128738153071,16.0269791411138,24.1712958849402,25.6933835713235,26.1892944486598,19.2142596956838,15.0090160619185,6.83496536225967,1.2201290713486
"Michigan AmerifluxTower","1985",-5.21321913827963,2.18657284918015,0.0724782082471575,12.4128738153071,16.0269791411138,24.1712958849402,25.6933835713235,26.1892944486598,19.2142596956838,15.0090160619185,6.83496536225967,1.2201290713486,-4.49608773718261,-3.81547180019846,4.32042541296583,11.5809738772849,19.2448911268529,21.3541162545256,25.7105639646775,23.8336575743327,21.1206234677181,14.0455288930359,4.76783420119759,-4.04992772393818
"Michigan AmerifluxTower","1986",-4.49608773718261,-3.81547180019846,4.32042541296583,11.5809738772849,19.2448911268529,21.3541162545256,25.7105639646775,23.8336575743327,21.1206234677181,14.0455288930359,4.76783420119759,-4.04992772393818,-3.02034223138835,-2.79969061002227,4.23336708994591,14.199775420447,20.4671284452194,22.2782970590882,26.6941428219244,23.3585786571055,19.1041589422122,13.4459820227814,4.89639991177166,0.540080243391458
"Michigan AmerifluxTower","1987",-3.02034223138835,-2.79969061002227,4.23336708994591,14.199775420447,20.4671284452194,22.2782970590882,26.6941428219244,23.3585786571055,19.1041589422122,13.4459820227814,4.89639991177166,0.540080243391458,-0.911833441019312,1.53439868565881,6.2845717539006,14.5213828439947,20.7026739297966,25.7659874257101,28.2097397968727,25.1140942130924,21.3669792355036,11.2255371978545,7.43579770560303,1.31576099751636
"Michigan AmerifluxTower","1988",-0.911833441019312,1.53439868565881,6.2845717539006,14.5213828439947,20.7026739297966,25.7659874257101,28.2097397968727,25.1140942130924,21.3669792355036,11.2255371978545,7.43579770560303,1.31576099751636,-3.31314620606235,-3.32697896849446,2.25187597508156,11.0513471506398,21.4254935811508,26.28113112058,28.4675382261487,26.3863692709124,20.169921223999,10.5780267771512,6.71065414906109,-0.752731754068901
"Michigan AmerifluxTower","1989",-3.31314620606235,-3.32697896849446,2.25187597508156,11.0513471506398,21.4254935811508,26.28113112058,28.4675382261487,26.3863692709124,20.169921223999,10.5780267771512,6.71065414906109,-0.752731754068901,0.01822334973957,-4.04652582967709,1.24899117069133,9.94278179013339,18.7990159655734,22.2675301586327,28.643319417059,25.1955365694071,21.3492454945497,14.3711175654207,3.49639981640423,-6.12478428973358
"Michigan AmerifluxTower","1990",0.01822334973957,-4.04652582967709,1.24899117069133,9.94278179013339,18.7990159655734,22.2675301586327,28.643319417059,25.1955365694071,21.3492454945497,14.3711175654207,3.49639981640423,-6.12478428973358,1.08557643289519,-0.373269983899922,5.14464444261156,12.6084705678869,16.8833921050238,23.1774297057308,25.643319417059,24.7785138161956,20.414927408553,12.9790162707492,8.35799927843218,0.760072243215501
"Michigan AmerifluxTower","1991",1.08557643289519,-0.373269983899922,5.14464444261156,12.6084705678869,16.8833921050238,23.1774297057308,25.643319417059,24.7785138161956,20.414927408553,12.9790162707492,8.35799927843218,0.760072243215501,-3.66184151467321,0.176673207271607,4.70899128402421,12.7364259842009,21.0146614498948,26.7954854520851,25.803384181675,27.2570798641583,19.3079122373228,13.2133271697241,4.72254039896998,0.584993686065252
"Michigan AmerifluxTower","1992",-3.66184151467321,0.176673207271607,4.70899128402421,12.7364259842009,21.0146614498948,26.7954854520851,25.803384181675,27.2570798641583,19.3079122373228,13.2133271697241,4.72254039896998,0.584993686065252,-2.12956688012003,-1.18045799959029,1.75893436134383,8.76425948068742,20.3339382159204,22.6697397336055,21.6448826293442,23.4806239208757,19.4727251912858,12.2706154773548,3.74209662010284,0.417970789812389
"Michigan AmerifluxTower","1993",-2.12956688012003,-1.18045799959029,1.75893436134383,8.76425948068742,20.3339382159204,22.6697397336055,21.6448826293442,23.4806239208757,19.4727251912858,12.2706154773548,3.74209662010284,0.417970789812389,-2.25947459465755,-3.55399380632366,3.60960144543255,8.54498356547773,17.3140585378333,21.6954940389144,26.0735497405604,26.2149267620097,17.8028335721425,11.4441022150382,4.45216135607982,-0.0784853580317664
"Michigan AmerifluxTower","1994",-2.25947459465755,-3.55399380632366,3.60960144543255,8.54498356547773,17.3140585378333,21.6954940389144,26.0735497405604,26.2149267620097,17.8028335721425,11.4441022150382,4.45216135607982,-0.0784853580317664,-8.52161158430032,-5.80841327409826,2.99678943153118,11.1148347009921,18.5790806307306,24.8960960987158,24.9957596161029,23.6205585097164,21.2077465975375,15.260558447308,8.03375298050622,3.57781363936015
